-0.0147406	313.934	
-0.0147881	313.886	
-0.0144479	313.84	
-0.0137544	313.794	
-0.0127858	313.748	
-0.0116248	313.702	
-0.0103552	313.656	
-0.00902304	313.61	
-0.00763207	313.562	
-0.00616084	313.514	
-0.00458107	313.464	
-0.00291269	313.412	
-0.00125726	313.359	
0.000255324	313.305	
0.00154436	313.249	
0.00255262	313.191	
0.00318781	313.134	
0.0033312	313.076	
0.00289057	313.019	
0.00186124	312.963	
0.000310558	312.908	
-0.00166494	312.855	
-0.00395654	312.805	
-0.00649734	312.757	
-0.00924978	312.711	
-0.0121093	312.666	
-0.0149231	312.622	
-0.0175901	312.579	
-0.020054	312.535	
-0.0222543	312.491	
-0.0241242	312.446	
-0.0256347	312.4	
-0.0268204	312.352	
-0.0277345	312.303	
-0.0284143	312.253	
-0.0289006	312.201	
-0.0292306	312.149	
-0.0294019	312.097	
-0.0294105	312.044	
-0.0293133	311.991	
-0.0292121	311.939	
-0.0291897	311.887	
-0.0292857	311.835	
-0.0295028	311.785	
-0.0297963	311.736	
-0.0300603	311.687	
-0.0301981	311.639	
-0.0302015	311.591	
-0.0300851	311.542	
-0.0298544	311.492	
-0.0295456	311.442	
-0.0292131	311.392	
-0.0289156	311.341	
-0.0286544	311.289	
-0.0283455	311.236	
-0.0278904	311.182	
-0.0272136	311.129	
-0.0262997	311.077	
-0.0252448	311.025	
-0.0242007	310.976	
-0.0232407	310.928	
-0.0223319	310.883	
-0.021386	310.84	
-0.0203147	310.8	
-0.0191115	310.761	
-0.0178332	310.724	
-0.0165301	310.687	
-0.0152297	310.651	
-0.0139099	310.615	
-0.0125212	310.579	
-0.0110753	310.542	
-0.00970492	310.504	
-0.00859746	310.465	
-0.00785493	310.426	
-0.00747003	310.386	
-0.00741645	310.346	
-0.00768755	310.307	
-0.00824897	310.267	
-0.00900567	310.228	
-0.00982622	310.191	
-0.0106199	310.154	
-0.0113682	310.12	
-0.0120702	310.088	
-0.0127315	310.059	
-0.0133673	310.032	
-0.0139898	310.007	
-0.014616	309.985	
-0.0152066	309.965	
-0.0156295	309.946	
-0.0157605	309.927	
-0.015542	309.91	
-0.0149506	309.893	
-0.0140013	309.876	
-0.0127359	309.859	
-0.0111726	309.842	
-0.00936077	309.825	
-0.00741763	309.809	
-0.0054848	309.794	
-0.00372058	309.78	
-0.00223375	309.769	
-0.00103694	309.762	
-8.53839E-005	309.757	
0.000698655	309.756	
0.00134179	309.757	
0.00176142	309.761	
0.00183683	309.767	
0.0014195	309.773	
0.000310842	309.78	
-0.00166496	309.788	
-0.00462502	309.794	
-0.0086354	309.799	
-0.0136876	309.802	
-0.0196733	309.803	
-0.0264112	309.802	
-0.0337029	309.798	
-0.0413484	309.792	
-0.0491186	309.784	
-0.0567821	309.774	
-0.0641645	309.763	
-0.0710697	309.751	
-0.077162	309.739	
-0.0819803	309.727	
-0.0850278	309.716	
-0.0858288	309.706	
-0.0839438	309.697	
-0.0789553	309.688	
-0.0703998	309.68	
-0.0577376	309.672	
-0.040443	309.664	
-0.018134	309.656	
0.00935375	309.648	
0.0420271	309.638	
0.0798556	309.626	
0.122803	309.612	
0.170814	309.596	
0.223829	309.579	
0.281771	309.562	
0.344448	309.546	
0.411495	309.53	
0.482421	309.514	
0.556585	309.5	
0.633026	309.487	
0.710251	309.476	
0.786226	309.465	
0.858724	309.456	
0.925754	309.448	
0.985757	309.44	
1.03768	309.431	
1.08094	309.421	
1.11525	309.408	
1.14041	309.392	
1.15622	309.373	
1.16249	309.35	
1.15899	309.325	
1.14554	309.297	
1.12202	309.267	
1.08852	309.236	
1.04531	309.204	
0.99297	309.173	
0.932481	309.142	
0.865194	309.111	
0.792661	309.081	
0.716511	309.053	
0.638382	309.026	
0.559877	309	
0.48254	308.975	
0.407839	308.949	
0.33707	308.922	
0.271307	308.895	
0.211359	308.867	
0.157739	308.838	
0.110723	308.807	
0.0704285	308.774	
0.036788	308.739	
0.0095472	308.701	
-0.0116936	308.662	
-0.0274306	308.62	
-0.0382473	308.577	
-0.044859	308.531	
-0.0480452	308.484	
-0.0484985	308.435	
-0.0467988	308.387	
-0.0434531	308.34	
-0.0388773	308.294	
-0.0334021	308.25	
-0.0273138	308.207	
-0.0209105	308.165	
-0.0144973	308.124	
-0.00828907	308.084	
-0.00242004	308.044	
0.00296975	308.005	
0.00772842	307.966	
0.0117235	307.927	
0.0148561	307.887	
0.0170438	307.845	
0.0182557	307.803	
0.0185818	307.761	
0.0181788	307.72	
0.0171726	307.679	
0.0156643	307.64	
0.0137373	307.602	
0.0114378	307.565	
0.00883424	307.532	
0.00609349	307.499	
0.00341453	307.469	
0.000926372	307.439	
-0.00134258	307.411	
-0.00344187	307.384	
-0.00538371	307.358	
-0.00710364	307.332	
-0.00855922	307.307	
-0.00977871	307.283	
-0.0108174	307.258	
-0.0117162	307.232	
-0.0125059	307.205	
-0.0131849	307.176	
-0.013684	307.146	
-0.0139318	307.114	
-0.0139483	307.083	
-0.0137944	307.051	
-0.0134979	307.021	
-0.0131183	306.991	
-0.0127656	306.965	
-0.0125161	306.94	
-0.0123727	306.918	
-0.0122886	306.897	
-0.0122217	306.878	
-0.0121175	306.86	
-0.0118447	306.843	
-0.0112844	306.825	
-0.0104521	306.804	
